facilityId,facilityType,name,district,latitude,longitude,coordinateStatus,source,sourceUrl,state,month,airTemperatureC,weatherCondition,windSpeedKmph,windDirectionDeg,rainfallMm,visibilityKm,significantWaveHeightM,wavePeriodSec,waveDirectionDeg,swellHeightM,swellPeriodSec,seaCondition,seaSurfaceTemperatureC,surfaceCurrentSpeedMs,surfaceCurrentDirectionDeg,mixedLayerDepthM,d20DepthM,chlorophyllMgM3,pfzPotentialScore,fishingPotential,cycloneStatus,cycloneRiskScore,cycloneDistanceKm,cycloneWindKmph,marineWarning,highWaveAlert,dataType,modelBasis
fh_58,fishing_harbour,Development of Fishing Harbour at Arcottuthurai,Nagapattinam,10.56,79.75,prototype_geospatial_anchor,Department of Fisheries PMMSY Fishing Harbour Map,https://pmmsy.dof.gov.in/static/harbour/harbours.html,,11,30.1,cloudy,14.3,200,5.9,7.5,1.21,7.1,203,0.84,8.2,moderate,29.1,0.38,155,83,117,0.9,61,moderate,none,7,,,none,False,synthetic_demo_baseline,INCOIS/IMD variable schema + deterministic Indian coastal regional model
fh_59,fishing_harbour,Construction of Fishing harbour at Azhagankuppam,Villupuram,12.05,79.88,prototype_geospatial_anchor,Department of Fisheries PMMSY Fishing Harbour Map,https://pmmsy.dof.gov.in/static/harbour/harbours.html,,10,31.2,clear,13.8,230,17.5,8.0,1.09,6.5,226,0.84,8.7,moderate,28.9,0.32,185,52,129,0.65,55,moderate,none,11,,,none,False,synthetic_demo_baseline,INCOIS/IMD variable schema + deterministic Indian coastal regional model
fh_59,fishing_harbour,Construction of Fishing harbour at Azhagankuppam,Villupuram,12.05,79.88,prototype_geospatial_anchor,Department of Fisheries PMMSY Fishing Harbour Map,https://pmmsy.dof.gov.in/static/harbour/harbours.html,,11,30.6,clear,15.5,268,8.9,7.2,1.29,7.2,272,0.93,9.3,moderate,29.0,0.39,223,85,144,0.93,63,moderate,none,12,,,none,False,synthetic_demo_baseline,INCOIS/IMD variable schema + deterministic Indian coastal regional model
fh_60,fishing_harbour,Development of Fishing Harbour at Vellapallam,Nagapattinam,10.58,79.76,prototype_geospatial_anchor,Department of Fisheries PMMSY Fishing Harbour Map,https://pmmsy.dof.gov.in/static/harbour/harbours.html,,10,31.7,clear,14.2,253,20.1,6.8,1.27,7.5,260,0.87,9.0,moderate,29.4,0.42,208,79,137,1.06,71,high,none,13,,,none,False,synthetic_demo_baseline,INCOIS/IMD variable schema + deterministic Indian coastal regional model
fh_60,fishing_harbour,Development of Fishing Harbour at Vellapallam,Nagapattinam,10.58,79.76,prototype_geospatial_anchor,Department of Fisheries PMMSY Fishing Harbour Map,https://pmmsy.dof.gov.in/static/harbour/harbours.html,,11,30.5,clear,15.0,238,7.6,8.0,1.16,6.5,235,0.89,8.8,moderate,28.8,0.32,193,67,132,0.65,54,moderate,none,10,,,none,False,synthetic_demo_baseline,INCOIS/IMD variable schema + deterministic Indian coastal regional model
fh_61,fishing_harbour,Expansion and Modernization of Thengapattinam Fishing,Thengapattinam,8.28,77.15,prototype_geospatial_anchor,Department of Fisheries PMMSY Fishing Harbour Map,https://pmmsy.dof.gov.in/static/harbour/harbours.html,,10,31.2,partly_cloudy,12.8,167,10.6,6.9,1.2,7.6,176,0.75,7.7,moderate,29.7,0.43,122,81,103,1.1,71,high,none,7,,,none,False,synthetic_demo_baseline,INCOIS/IMD variable schema + deterministic Indian coastal regional model
fh_61,fishing_harbour,Expansion and Modernization of Thengapattinam Fishing,Thengapattinam,8.28,77.15,prototype_geospatial_anchor,Department of Fisheries PMMSY Fishing Harbour Map,https://pmmsy.dof.gov.in/static/harbour/harbours.html,,11,30.7,cloudy,14.5,211,6.4,7.8,1.18,6.8,211,0.85,8.4,moderate,29.2,0.35,166,75,120,0.77,60,moderate,none,8,,,none,False,synthetic_demo_baseline,INCOIS/IMD variable schema + deterministic Indian coastal regional model
fh_62,fishing_harbour,Extension of T-Jetty at Tharuvaikulam,Thoothukudi,8.82,78.14,prototype_geospatial_anchor,Department of Fisheries PMMSY Fishing Harbour Map,https://pmmsy.dof.gov.in/static/harbour/harbours.html,,10,31.3,cloudy,13.1,184,12.4,7.0,1.21,7.5,191,0.77,8.0,moderate,29.6,0.42,139,79,110,1.06,70,moderate,none,8,,,none,False,synthetic_demo_baseline,INCOIS/IMD variable schema + deterministic Indian coastal regional model
fh_62,fishing_harbour,Extension of T-Jetty at Tharuvaikulam,Thoothukudi,8.82,78.14,prototype_geospatial_anchor,Department of Fisheries PMMSY Fishing Harbour Map,https://pmmsy.dof.gov.in/static/harbour/harbours.html,,11,29.7,partly_cloudy,13.2,131,2.8,7.6,1.15,7.1,134,0.74,7.1,moderate,29.2,0.38,86,83,89,0.89,60,moderate,none,3,,,none,False,synthetic_demo_baseline,INCOIS/IMD variable schema + deterministic Indian coastal regional model
fh_63,fishing_harbour,Modernisation and upgradation of existing fishing harbour at Petuaghat,Medinipur,21.78,87.89,prototype_geospatial_anchor,Department of Fisheries PMMSY Fishing Harbour Map,https://pmmsy.dof.gov.in/static/harbour/harbours.html,,10,28.5,partly_cloudy,12.5,172,8.4,7.4,1.08,6.1,165,0.82,7.4,moderate,28.0,0.28,122,41,101,0.59,41,low,elevated,46,,,none,False,synthetic_demo_baseline,INCOIS/IMD variable schema + deterministic Indian coastal regional model
fh_63,fishing_harbour,Modernisation and upgradation of existing fishing harbour at Petuaghat,Medinipur,21.78,87.89,prototype_geospatial_anchor,Department of Fisheries PMMSY Fishing Harbour Map,https://pmmsy.dof.gov.in/static/harbour/harbours.html,,11,27.3,partly_cloudy,13.1,153,2.7,6.5,1.22,6.7,152,0.84,7.1,moderate,28.1,0.35,103,73,94,0.85,47,moderate,elevated,52,,,none,False,synthetic_demo_baseline,INCOIS/IMD variable schema + deterministic Indian coastal regional model
fh_64,fishing_harbour,Modernisation and upgradation of existing fishing harbour at Shankarpur,Purba Medinipur,21.69,87.55,prototype_geospatial_anchor,Department of Fisheries PMMSY Fishing Harbour Map,https://pmmsy.dof.gov.in/static/harbour/harbours.html,,10,29.0,cloudy,13.2,216,13.3,6.2,1.29,7.1,220,0.89,8.1,moderate,28.5,0.39,166,70,118,1.02,57,moderate,elevated,49,,,none,False,synthetic_demo_baseline,INCOIS/IMD variable schema + deterministic Indian coastal regional model
fh_64,fishing_harbour,Modernisation and upgradation of existing fishing harbour at Shankarpur,Purba Medinipur,21.69,87.55,prototype_geospatial_anchor,Department of Fisheries PMMSY Fishing Harbour Map,https://pmmsy.dof.gov.in/static/harbour/harbours.html,,11,27.6,partly_cloudy,13.6,179,3.9,6.3,1.28,6.9,181,0.88,7.5,moderate,28.2,0.36,129,78,104,0.93,50,moderate,elevated,53,,,none,False,synthetic_demo_baseline,INCOIS/IMD variable schema + deterministic Indian coastal regional model
fh_65,fishing_harbour,Modernisation and upgradation of existing fishing harbour at Frasergunj,South 24 Parganas,21.56,88.26,prototype_geospatial_anchor,Department of Fisheries PMMSY Fishing Harbour Map,https://pmmsy.dof.gov.in/static/harbour/harbours.html,,10,29.5,clear,11.6,231,7.2,8.4,0.94,6.0,223,0.76,8.7,slight,28.3,0.28,186,40,133,0.33,42,low,none,11,,,none,False,synthetic_demo_baseline,INCOIS/IMD variable schema + deterministic Indian coastal regional model
fh_65,fishing_harbour,Modernisation and upgradation of existing fishing harbour at Frasergunj,South 24 Parganas,21.56,88.26,prototype_geospatial_anchor,Department of Fisheries PMMSY Fishing Harbour Map,https://pmmsy.dof.gov.in/static/harbour/harbours.html,,11,28.0,cloudy,11.1,189,5.4,7.0,1.13,7.4,197,0.71,8.0,moderate,28.7,0.42,144,94,117,0.91,58,moderate,none,7,,,none,False,synthetic_demo_baseline,INCOIS/IMD variable schema + deterministic Indian coastal regional model
fh_66,fishing_harbour,Modernisation and upgradation of existing fishing harbour at Kakdwip,South 24 Parganas,21.88,88.18,prototype_geospatial_anchor,Department of Fisheries PMMSY Fishing Harbour Map,https://pmmsy.dof.gov.in/static/harbour/harbours.html,,10,29.8,clear,11.9,263,8.7,7.4,1.1,7.0,265,0.8,9.2,moderate,28.7,0.37,218,66,146,0.71,56,moderate,none,14,,,none,False,synthetic_demo_baseline,INCOIS/IMD variable schema + deterministic Indian coastal regional model
fh_66,fishing_harbour,Modernisation and upgradation of existing fishing harbour at Kakdwip,South 24 Parganas,21.88,88.18,prototype_geospatial_anchor,Department of Fisheries PMMSY Fishing Harbour Map,https://pmmsy.dof.gov.in/static/harbour/harbours.html,,11,27.9,cloudy,11.0,181,5.0,7.8,1.02,6.8,181,0.7,7.9,moderate,28.4,0.36,136,76,114,0.64,48,moderate,none,6,,,none,False,synthetic_demo_baseline,INCOIS/IMD variable schema + deterministic Indian coastal regional model
port_00,port,Mumbai Port,Mumbai,18.9322,72.8466,prototype_geospatial_anchor,"Ministry of Ports, Shipping and Waterways / demo-relevant port subset",https://shipmin.gov.in/en/publication/trw-publication,Maharashtra,10,29.3,cloudy,10.9,175,4.8,7.4,1.04,7.1,179,0.67,7.8,moderate,28.5,0.38,130,70,110,0.77,51,moderate,none,8,,,none,False,synthetic_demo_baseline,INCOIS/IMD variable schema + deterministic Indian coastal regional model
port_00,port,Mumbai Port,Mumbai,18.9322,72.8466,prototype_geospatial_anchor,"Ministry of Ports, Shipping and Waterways / demo-relevant port subset",https://shipmin.gov.in/en/publication/trw-publication,Maharashtra,11,28.2,partly_cloudy,10.8,159,4.1,8.6,0.87,6.1,152,0.65,7.6,slight,27.8,0.28,114,57,105,0.35,34,low,none,5,,,none,False,synthetic_demo_baseline,INCOIS/IMD variable schema + deterministic Indian coastal regional model
port_01,port,Jawaharlal Nehru Port (JNPT),Raigad,18.95,72.95,prototype_geospatial_anchor,"Ministry of Ports, Shipping and Waterways / demo-relevant port subset",https://shipmin.gov.in/en/publication/trw-publication,Maharashtra,10,29.0,partly_cloudy,10.6,146,3.5,8.3,0.9,6.3,141,0.63,7.4,slight,28.1,0.31,101,49,99,0.46,39,low,none,6,,,none,False,synthetic_demo_baseline,INCOIS/IMD variable schema + deterministic Indian coastal regional model
port_01,port,Jawaharlal Nehru Port (JNPT),Raigad,18.95,72.95,prototype_geospatial_anchor,"Ministry of Ports, Shipping and Waterways / demo-relevant port subset",https://shipmin.gov.in/en/publication/trw-publication,Maharashtra,11,28.9,cloudy,11.5,222,6.9,7.5,1.04,7.0,224,0.72,8.6,moderate,28.2,0.37,177,81,129,0.71,49,moderate,none,9,,,none,False,synthetic_demo_baseline,INCOIS/IMD variable schema + deterministic Indian coastal regional model
port_02,port,Cochin Port,Ernakulam,9.9631,76.2625,prototype_geospatial_anchor,"Ministry of Ports, Shipping and Waterways / demo-relevant port subset",https://shipmin.gov.in/en/publication/trw-publication,Kerala,10,31.0,cloudy,13.0,182,12.2,7.1,1.19,7.4,189,0.77,7.9,moderate,29.5,0.41,137,77,110,1.03,68,moderate,none,8,,,none,False,synthetic_demo_baseline,INCOIS/IMD variable schema + deterministic Indian coastal regional model
port_02,port,Cochin Port,Ernakulam,9.9631,76.2625,prototype_geospatial_anchor,"Ministry of Ports, Shipping and Waterways / demo-relevant port subset",https://shipmin.gov.in/en/publication/trw-publication,Kerala,11,29.1,partly_cloudy,12.6,95,1.2,7.3,1.17,7.4,103,0.69,6.6,moderate,29.3,0.41,50,93,76,1.04,62,moderate,none,0,,,none,False,synthetic_demo_baseline,INCOIS/IMD variable schema + deterministic Indian coastal regional model
port_03,port,New Mangalore Port,Dakshina Kannada,12.9288,74.8142,prototype_geospatial_anchor,"Ministry of Ports, Shipping and Waterways / demo-relevant port subset",https://shipmin.gov.in/en/publication/trw-publication,Karnataka,10,30.9,cloudy,11.4,217,6.7,8.4,0.91,6.1,210,0.72,8.5,slight,28.6,0.28,172,42,125,0.65,52,moderate,none,10,,,none,False,synthetic_demo_baseline,INCOIS/IMD variable schema + deterministic Indian coastal regional model
port_03,port,New Mangalore Port,Dakshina Kannada,12.9288,74.8142,prototype_geospatial_anchor,"Ministry of Ports, Shipping and Waterways / demo-relevant port subset",https://shipmin.gov.in/en/publication/trw-publication,Karnataka,11,29.7,cloudy,11.2,198,5.8,7.0,1.11,7.4,206,0.7,8.2,moderate,29.0,0.42,153,95,117,1.22,69,moderate,none,7,,,none,False,synthetic_demo_baseline,INCOIS/IMD variable schema + deterministic Indian coastal regional model
port_04,port,Mormugao Port,South Goa,15.4093,73.8043,prototype_geospatial_anchor,"Ministry of Ports, Shipping and Waterways / demo-relevant port subset",https://shipmin.gov.in/en/publication/trw-publication,Goa,10,29.9,partly_cloudy,10.9,167,4.4,7.7,0.98,6.8,168,0.66,7.7,slight,28.7,0.35,122,61,106,0.65,50,moderate,none,7,,,none,False,synthetic_demo_baseline,INCOIS/IMD variable schema + deterministic Indian coastal regional model
port_04,port,Mormugao Port,South Goa,15.4093,73.8043,prototype_geospatial_anchor,"Ministry of Ports, Shipping and Waterways / demo-relevant port subset",https://shipmin.gov.in/en/publication/trw-publication,Goa,11,28.8,partly_cloudy,10.8,159,4.1,8.2,0.92,6.4,156,0.65,7.6,slight,28.3,0.32,114,66,103,0.49,42,low,none,5,,,none,False,synthetic_demo_baseline,INCOIS/IMD variable schema + deterministic Indian coastal regional model
port_05,port,Chennai Port,Chennai,13.0846,80.2934,prototype_geospatial_anchor,"Ministry of Ports, Shipping and Waterways / demo-relevant port subset",https://shipmin.gov.in/en/publication/trw-publication,Tamil Nadu,10,31.3,clear,14.3,259,20.8,7.3,1.21,7.1,262,0.88,9.1,moderate,29.0,0.38,214,68,141,0.89,63,moderate,none,13,,,none,False,synthetic_demo_baseline,INCOIS/IMD variable schema + deterministic Indian coastal regional model
port_05,port,Chennai Port,Chennai,13.0846,80.2934,prototype_geospatial_anchor,"Ministry of Ports, Shipping and Waterways / demo-relevant port subset",https://shipmin.gov.in/en/publication/trw-publication,Tamil Nadu,11,28.9,partly_cloudy,13.1,128,2.7,7.1,1.22,7.6,137,0.74,7.1,moderate,29.0,0.43,83,96,90,1.09,62,moderate,none,3,,,none,False,synthetic_demo_baseline,INCOIS/IMD variable schema + deterministic Indian coastal regional model
port_06,port,Visakhapatnam Port,Visakhapatnam,17.697,83.2848,prototype_geospatial_anchor,"Ministry of Ports, Shipping and Waterways / demo-relevant port subset",https://shipmin.gov.in/en/publication/trw-publication,Andhra Pradesh,10,30.2,clear,13.9,257,17.7,5.8,1.37,7.4,263,0.95,8.7,moderate,29.0,0.41,207,75,132,1.11,65,moderate,elevated,51,,,none,False,synthetic_demo_baseline,INCOIS/IMD variable schema + deterministic Indian coastal regional model
port_06,port,Visakhapatnam Port,Visakhapatnam,17.697,83.2848,prototype_geospatial_anchor,"Ministry of Ports, Shipping and Waterways / demo-relevant port subset",https://shipmin.gov.in/en/publication/trw-publication,Andhra Pradesh,11,29.4,clear,15.1,272,8.0,6.8,1.28,6.4,266,1.03,8.9,moderate,28.3,0.3,222,61,138,0.67,49,moderate,elevated,59,,,none,False,synthetic_demo_baseline,INCOIS/IMD variable schema + deterministic Indian coastal regional model
port_07,port,Paradip Port,Jagatsinghpur,20.2669,86.7045,prototype_geospatial_anchor,"Ministry of Ports, Shipping and Waterways / demo-relevant port subset",https://shipmin.gov.in/en/publication/trw-publication,Odisha,10,29.5,cloudy,13.5,235,15.3,7.4,1.12,6.0,226,0.92,8.4,moderate,28.1,0.27,185,36,125,0.52,43,low,elevated,50,,,none,False,synthetic_demo_baseline,INCOIS/IMD variable schema + deterministic Indian coastal regional model
port_07,port,Paradip Port,Jagatsinghpur,20.2669,86.7045,prototype_geospatial_anchor,"Ministry of Ports, Shipping and Waterways / demo-relevant port subset",https://shipmin.gov.in/en/publication/trw-publication,Odisha,11,28.2,cloudy,14.0,205,5.0,6.9,1.21,6.3,199,0.92,7.9,moderate,28.0,0.3,155,61,113,0.66,44,low,elevated,55,,,none,False,synthetic_demo_baseline,INCOIS/IMD variable schema + deterministic Indian coastal regional model
port_08,port,Kolkata Port,Kolkata,22.5597,88.3116,prototype_geospatial_anchor,"Ministry of Ports, Shipping and Waterways / demo-relevant port subset",https://shipmin.gov.in/en/publication/trw-publication,West Bengal,10,27.8,partly_cloudy,10.1,98,1.3,7.6,1.0,7.0,100,0.6,6.6,moderate,28.7,0.38,53,67,82,0.73,49,moderate,none,3,,,none,False,synthetic_demo_baseline,INCOIS/IMD variable schema + deterministic Indian coastal regional model
port_08,port,Kolkata Port,Kolkata,22.5597,88.3116,prototype_geospatial_anchor,"Ministry of Ports, Shipping and Waterways / demo-relevant port subset",https://shipmin.gov.in/en/publication/trw-publication,West Bengal,11,28.4,clear,11.7,241,7.7,8.5,0.94,6.0,233,0.77,8.9,slight,28.0,0.28,196,55,138,0.33,39,low,none,10,,,none,False,synthetic_demo_baseline,INCOIS/IMD variable schema + deterministic Indian coastal regional model
port_09,port,Syama Prasad Mookerjee Port Haldia,Purba Medinipur,22.03,88.06,prototype_geospatial_anchor,"Ministry of Ports, Shipping and Waterways / demo-relevant port subset",https://shipmin.gov.in/en/publication/trw-publication,West Bengal,10,28.6,partly_cloudy,10.7,156,3.9,6.9,1.13,7.6,165,0.67,7.5,moderate,29.0,0.44,111,83,104,0.98,60,moderate,none,6,,,none,False,synthetic_demo_baseline,INCOIS/IMD variable schema + deterministic Indian coastal regional model
port_09,port,Syama Prasad Mookerjee Port Haldia,Purba Medinipur,22.03,88.06,prototype_geospatial_anchor,"Ministry of Ports, Shipping and Waterways / demo-relevant port subset",https://shipmin.gov.in/en/publication/trw-publication,West Bengal,11,27.7,partly_cloudy,10.8,166,4.4,8.0,0.98,6.6,165,0.68,7.7,slight,28.3,0.34,121,71,109,0.56,44,low,none,5,,,none,False,synthetic_demo_baseline,INCOIS/IMD variable schema + deterministic Indian coastal regional model
port_10,port,V.O. Chidambaranar Port,Thoothukudi,8.76,78.19,prototype_geospatial_anchor,"Ministry of Ports, Shipping and Waterways / demo-relevant port subset",https://shipmin.gov.in/en/publication/trw-publication,Tamil Nadu,10,31.6,cloudy,13.5,210,15.3,7.0,1.22,7.5,217,0.81,8.4,moderate,29.6,0.41,165,78,120,1.05,70,high,none,10,,,none,False,synthetic_demo_baseline,INCOIS/IMD variable schema + deterministic Indian coastal regional model
port_10,port,V.O. Chidambaranar Port,Thoothukudi,8.76,78.19,prototype_geospatial_anchor,"Ministry of Ports, Shipping and Waterways / demo-relevant port subset",https://shipmin.gov.in/en/publication/trw-publication,Tamil Nadu,11,31.0,clear,15.2,254,8.3,7.1,1.29,7.4,259,0.91,9.0,moderate,29.3,0.4,209,89,137,0.98,67,moderate,none,11,,,none,False,synthetic_demo_baseline,INCOIS/IMD variable schema + deterministic Indian coastal regional model
port_11,port,Kamarajar Port,Tiruvallur,13.24,80.34,prototype_geospatial_anchor,"Ministry of Ports, Shipping and Waterways / demo-relevant port subset",https://shipmin.gov.in/en/publication/trw-publication,Tamil Nadu,10,30.9,cloudy,13.7,222,16.6,8.4,1.03,6.1,214,0.82,8.5,moderate,28.6,0.28,177,41,126,0.5,48,moderate,none,11,,,none,False,synthetic_demo_baseline,INCOIS/IMD variable schema + deterministic Indian coastal regional model
port_11,port,Kamarajar Port,Tiruvallur,13.24,80.34,prototype_geospatial_anchor,"Ministry of Ports, Shipping and Waterways / demo-relevant port subset",https://shipmin.gov.in/en/publication/trw-publication,Tamil Nadu,11,29.9,clear,14.8,226,7.0,6.8,1.32,7.6,235,0.88,8.6,moderate,29.0,0.43,181,97,128,1.1,66,moderate,none,9,,,none,False,synthetic_demo_baseline,INCOIS/IMD variable schema + deterministic Indian coastal regional model
port_12,port,Deendayal Port,Kutch,22.97,70.22,prototype_geospatial_anchor,"Ministry of Ports, Shipping and Waterways / demo-relevant port subset",https://shipmin.gov.in/en/publication/trw-publication,Gujarat,10,29.5,clear,13.0,251,8.2,6.3,1.31,7.6,261,0.88,9.0,moderate,28.3,0.43,206,83,142,0.97,56,moderate,none,25,,,none,False,synthetic_demo_baseline,INCOIS/IMD variable schema + deterministic Indian coastal regional model
port_12,port,Deendayal Port,Kutch,22.97,70.22,prototype_geospatial_anchor,"Ministry of Ports, Shipping and Waterways / demo-relevant port subset",https://shipmin.gov.in/en/publication/trw-publication,Gujarat,11,28.5,clear,11.5,251,8.1,6.8,1.17,7.3,257,0.81,9.0,moderate,27.9,0.4,206,90,142,0.85,51,moderate,none,21,,,none,False,synthetic_demo_baseline,INCOIS/IMD variable schema + deterministic Indian coastal regional model
port_13,port,Mundra Port,Kutch,22.74,69.72,prototype_geospatial_anchor,"Ministry of Ports, Shipping and Waterways / demo-relevant port subset",https://shipmin.gov.in/en/publication/trw-publication,Gujarat,10,28.1,partly_cloudy,11.2,125,2.6,7.1,1.13,7.1,129,0.71,7.0,moderate,28.1,0.38,80,70,93,0.78,45,moderate,none,16,,,none,False,synthetic_demo_baseline,INCOIS/IMD variable schema + deterministic Indian coastal regional model
port_13,port,Mundra Port,Kutch,22.74,69.72,prototype_geospatial_anchor,"Ministry of Ports, Shipping and Waterways / demo-relevant port subset",https://shipmin.gov.in/en/publication/trw-publication,Gujarat,11,27.3,partly_cloudy,10.0,146,3.5,8.3,0.9,6.1,139,0.66,7.4,slight,27.4,0.28,101,57,101,0.36,30,low,none,14,,,none,False,synthetic_demo_baseline,INCOIS/IMD variable schema + deterministic Indian coastal regional model
port_14,port,Port Blair Port,South Andaman,11.667,92.75,prototype_geospatial_anchor,"Ministry of Ports, Shipping and Waterways / demo-relevant port subset",https://shipmin.gov.in/en/publication/trw-publication,Andaman and Nicobar Islands,10,30.9,cloudy,11.2,200,5.9,8.0,0.98,6.4,196,0.72,8.2,slight,29.5,0.32,155,52,117,0.51,56,moderate,none,9,,,none,False,synthetic_demo_baseline,INCOIS/IMD variable schema + deterministic Indian coastal regional model
port_14,port,Port Blair Port,South Andaman,11.667,92.75,prototype_geospatial_anchor,"Ministry of Ports, Shipping and Waterways / demo-relevant port subset",https://shipmin.gov.in/en/publication/trw-publication,Andaman and Nicobar Islands,11,29.5,partly_cloudy,10.8,162,4.2,6.9,1.13,7.6,172,0.68,7.6,moderate,29.8,0.44,117,98,103,0.97,69,moderate,none,5,,,none,False,synthetic_demo_baseline,INCOIS/IMD variable schema + deterministic Indian coastal regional model
fh_02,fishing_harbour,Development of Budugatlapalem Fishing Harbour,Srikakulam,18.63,84.3,prototype_geospatial_anchor,Department of Fisheries PMMSY Fishing Harbour Map,https://pmmsy.dof.gov.in/static/harbour/harbours.html,,10,28.8,partly_cloudy,12.1,150,5.8,5.9,1.27,7.4,157,0.78,7.0,moderate,28.9,0.42,100,78,91,1.15,62,moderate,none,44,,,none,False,synthetic_demo_baseline,INCOIS/IMD variable schema + deterministic Indian coastal regional model
fh_02,fishing_harbour,Development of Budugatlapalem Fishing Harbour,Srikakulam,18.63,84.3,prototype_geospatial_anchor,Department of Fisheries PMMSY Fishing Harbour Map,https://pmmsy.dof.gov.in/static/harbour/harbours.html,,11,29.4,clear,15.4,290,8.8,6.7,1.31,6.4,285,1.06,9.2,moderate,28.2,0.3,240,62,146,0.68,49,moderate,elevated,61,,,marine_weather_watch,False,synthetic_demo_baseline,INCOIS/IMD variable schema + deterministic Indian coastal regional model
